Category,Merchant Name,Address,City
Restaurantes,BADAJOZ 72,BADAJOZ 72,Las Condes
Restaurantes,RESTAURANT 5 ARCOS,PHILLIPS 445,Santiago
Restaurantes,PARDESHI TADKA,HOLANDA 67 LOCAL 103,Providencia
Restaurantes,LOS PANDITAS,SAZIE 1915 LOCAL A,Santiago
Restaurantes,XIN QING FUNG,SAZIE 2161,Santiago
Restaurantes,PASTA PAZZA,LOS CONQUISTADORES 2248,Providencia
Restaurantes,CANDELARIA DELIVERY,APOQUINDO 3417 LOCAL 7,Las Condes
Restaurantes,SINATRA S,VITACURA 2740 B,Las Condes
Minimarket,EVERO,NATANIEL COX 116,Santiago
Restaurantes,GRETA Y CHARLIE,HUERFANOS 1351,Santiago
Patio de comida,WENDY´S PLAZA LOS DOMINICOS,PADRE HURTADO SUR 785 LOCAL 3001 MALL PLAZA LOS DOMINICOS,Las Condes
Patio de comida,KFC ALAMEDA UC,LIBERTADOR BERNARDO O'HIGGINS 291,Santiago
Patio de comida,KFC ESTADO,ESTADO 155,Santiago
Patio de comida,KFC MALL ALAMEDA,LIBERTADOR BERNARDO O´HIGGINS 3470 LOCAL 4004 PISO 4,Santiago
Patio de comida,KFC MALL DEL CENTRO,PUENTE 689 LOCAL 307 - 308,Santiago
Patio de comida,KFC MALL PLAZA LOS DOMINICOS,PADRE HURTADO SUR 785 LOCAL 3024 MALL PLAZA LOS DOMINICOS,Las Condes
Patio de comida,KFC PARQUE ARAUCO,PRESIDENTE KENNEDY 5413 LOCAL 604,Las Condes
Restaurantes,CHAMAS MONEDA,MONEDA 2704,Santiago
Restaurantes,COFFEE CORNER CALLAO,CALLAO 2970 LOCAL 203-A,Las Condes
Patio de comida,MC DONALD'S METRO MANQUEHUE,INTERIOR METRO MANQUEHUE 0 METRO MANQUEHUE,Las Condes
Patio de comida,MC DONALD'S PATIO CENTRO,BANDERA 101 LOCAL 9,Santiago
Patio de comida,MC DONALD'S ROTONDA ATENAS,TOMAS MORO 950,Las Condes
Patio de comida,MCDONALD'S BELLAVISTA,BELLAVISTA 52 LOCAL 89,Providencia
Restaurantes,CASTANO S-CLCO,LO FONTECILLA 441,Las Condes
Casinos,CASTAÑO CARLOS ANTUNEZ,CARLOS ANTUNEZ 1825,Providencia
Casinos,CASTAÑO E-EDPMR,MANUEL RODRIGUEZ SUR 253 INTERIOR UNIVERSIDAD DIEGO PORTALES,Santiago
Casinos,CASTAÑO E-UDLP,ANTONIO VARAS 929,Providencia
Restaurantes,EL AJI SECO MISTICO,ENRIQUE MAC IVER 366,Santiago
Restaurantes,TIO MANOLO,SANTA ISABEL 262,Providencia
Patio de comida,DOGGIS,KENNEDY 5413 LOCAL 603,Las Condes
Patio de comida,TOMMY BEANS PARQUE ARAUCO,PRESIDENTE KENNEDY 110524 LOCAL 606 C,Las Condes
Restaurantes,JIANG NAN,TOESCA 2096,Santiago
Restaurantes,CAFETERIA PEREZ VALENZUELA,PEREZ VALENZUELA 1635 3° PISO,Providencia
Restaurantes,CASINO BCI,ALCANTARA 99,Las Condes
Restaurantes,MUNDO RURAL,APOQUINDO 4502 FRENTE LOCAL 3,Las Condes
Restaurantes,HOTEL IBIS SANTIAGO MANQUEHUE NORTE,OCONNELL 165,Las Condes
Restaurantes,BROOS,LAS CONDES 11755,Las Condes
Restaurantes,DANGELUS,BRASIL 426,Santiago
Restaurantes,TPM TOMATE PALTA MAYO,JOSE ANTONIO SOFFIA 2712,Providencia
Restaurantes,DE CASERO PROVIDENCIA,LOS CONQUISTADORES 1700 LOCAL 12,Providencia
Restaurantes,PEZTORO,JOSE VICTORINO LASTARRIA 70,Santiago
Restaurantes,CAFETERIA TULOS,PROVIDENCIA 1957,Providencia
Restaurantes,DONG SHI,SAN PABLO 1292,Santiago
Restaurantes,HUERTO SUR RICARDO LYON 2,NUEVA DE LYON 116 LOCAL 7,Las Condes
Restaurantes,AL-JAZEERA GUARDIA VIEJA,GUARDIA VIEJA 181 LOCAL 04,Providencia
Restaurantes,LA FABRICA GOURMET,PADRE MARIANO 364,Providencia
Restaurantes,DESDE MI VENTANA,AMUNATEGUI 65,Santiago
Restaurantes,ZHOU HUANG Y COMPAÑIA LTDA,AMUNATEGUI 43,Santiago
Restaurantes,CASA EN EL AIRE PATIO BELLAVISTA,CONSTITUCION 40 LOCAL 56,Providencia
Restaurantes,REY TORO,JOSE MIGUEL CLARO 25,Providencia
Restaurantes,BARROCKO,LUIS THAYER OJEDA 115,Providencia
Casinos,VERDE FRESCO,ANTONIO VARAS 666,Providencia
Restaurantes,TORONTO,APOQUINDO 3397,Las Condes
Restaurantes,MYTEKA,ENRIQUE MAC IVER 272 LOCAL 11,Santiago
Patio de comida,UNCLE FLETCH LAS CONDES,PRESIDENTE KENNEDY 5413 LOCAL 446,Las Condes
Restaurantes,LEPARNATTE,APOQUINDO 6814,Las Condes
Restaurantes,OKA'Y,PORTUGAL 125,Santiago
Restaurantes,YUE HAI,VERGARA 193,Santiago
Restaurantes,LONDON COFFEE,MIRAFLORES 106,Santiago
Restaurantes,EL CHIMBOTANO,SAN PABLO 2401 2405,Santiago
Restaurantes,RESTAURANT PERU,DOCTOR LUIS MIDDLETON 1734,Providencia
Restaurantes,ZENWICH,DIAGONAL PARAGUAY 148 LOCAL 4,Santiago
Restaurantes,CHABALA Y ENSALADA,FRANCISCO NOGUERA 22,Providencia
Restaurantes,OCEANIKA SUSHI III,FRANCISCO BILBAO 2843,Providencia
Restaurantes,AROMAS DEL PERU,LIRA 1402,Santiago
Restaurantes,DOMANI TOBALABA,TOBALABA 1145,Providencia
Restaurantes,PAPAS & TOPPINGS,MANUEL MONTT 229,Providencia
Minimarket,EL RINCON PARRILLERO,CARMEN 362,Santiago
Restaurantes,EMPORIO LA ROSA (PARQUE ARAUCO),PRESIDENTE KENNEDY 5413 LOCAL 561,Las Condes
Patio de comida,EMPORIO LA ROSA LASTARRIA,JOSE RAMON GUTIERREZ 295,Santiago
Restaurantes,ESTACION 59,SAN PASCUAL 59 LOCAL 3,Las Condes
Restaurantes,SABOR ORIENTAL,SAN DIEGO 796,Santiago
Restaurantes,STREAT BURGER 2,PRESIDENTE KENNEDY 5413,Las Condes
Restaurantes,CAFE LA VITE,PROVIDENCIA 1388 LOCAL 34,Providencia
Restaurantes,BELLA CALABRIA,PROVIDENCIA 483 LOCAL 106,Providencia
Restaurantes,EL GARAGE DE LA CHANCHITA,GENERAL FLORES 108,Providencia
Restaurantes,COMERCIAL ORIENTE MEDIO,SANTO DOMINGO 1066 LOCAL 21,Santiago
Restaurantes,RESTAURANT TUNG SONG,GUARDIA VIEJA 35,Providencia
Restaurantes,SNACK LIGHT,NUEVA PROVIDENCIA 2594 LOCAL 15,Providencia
Restaurantes,RESTAURANT PEZTORO,GUARDIA VIEJA 156,Providencia
Casinos,LA FUENTE,FERNANDEZ CONCHA 700,Las Condes
Casinos,SERVICIOS BI-GOURMET 6,EJERCITO LIBERTADOR 146,Santiago
Restaurantes,CAFE Y COCINA LA YOLA,CARMENCITA 272 LOCAL 2,Las Condes
Restaurantes,CLUB 107,GENERAL SALVO 107,Providencia
Restaurantes,TELESANDWICH,APOQUINDO 6451,Las Condes
Restaurantes,SUSHI NOBU,ROSAS 1294 LOC 6,Santiago
Restaurantes,ZAGO´S RESTOBAR,PROVIDENCIA 1981,Providencia
Restaurantes,SOLER,LOS MILITARES 5934 LOCAL E-F SUBSUELO,Las Condes
Restaurantes,MENTA Y MOKA,RANCAGUA 771,Providencia
Restaurantes,GET A WOK,LOS LEONES 22 LOCAL 4,Providencia
Restaurantes,SABOR A HOGAR,PROVIDENCIA 2216,Providencia
Casinos,ALITEO,MANUE ANTONIO MATTA 409 PISO 2,Santiago
Restaurantes,ALLFREE.CL,MARCHANT PEREIRA 367,Providencia
Restaurantes,DOBLEZETA,LAS TRANQUERAS 117 LOCAL COMERCIAL A-1,Las Condes
Restaurantes,LOS RICOS POBRES SPA,RICARDO CUMMING 132,Santiago
Restaurantes,MISKI WASI,VERGARA 41,Santiago
Patio de comida,LMN CERRO EL PLOMO,CERRO EL PLOMO 5680 LOCAL 205,Las Condes
Restaurantes,PASTELERIA MIRAFLORES,SAN ISIDRO 102,Santiago
Restaurantes,OTTO´S,BERNARDO OHIGGINS 2555,Santiago
Restaurantes,COMERCIAL AL-GO LIMITADA,PRESIDENTE RIESCO 5330 LOCAL P001,Las Condes
Restaurantes,LAIKI,CERRO EL PLOMO 5630,Las Condes
Restaurantes,LA POLLOTECA,APOQUINDO 7256,Las Condes
Restaurantes,GUSTO CASERO,LOS MILITARES 5953 LOCAL 104,Las Condes
Restaurantes,SABROTECA LIMITADA,BELLAVISTA 121,Providencia
Restaurantes,AMIGO DAVID,CHILOE 1221 LOCAL 1,Santiago
Restaurantes,TREMUS,ESTORIL 50 LOCAL 102 A Y B,Las Condes
Restaurantes,OÏSHÏ SPA,LUIS THAYER OJEDA 115 LOCAL 13,Providencia
Restaurantes,JING XIN,HUERFANOS 1044 LOCAL A,Santiago
Restaurantes,LONDON COFFEE 2,AGUSTINA 1235 LOCAL 1,Santiago
Restaurantes,THE CORNER,APOQUINDO 4506,Las Condes
Restaurantes,LA CANTINA RESTO BAR,PEDRO DE LA BARRA 1727,Santiago
Restaurantes,SOCIEDAD GASTRONOMICA SAER LIMITADA,JOSE RAMON GUTIERREZ 277 LOCAL B,Santiago
Restaurantes,GREEN LAB SPA LAS CONDES,CERRO EL PLOMO 5931 LOCAL B,Las Condes
Restaurantes,CREPAS PROVIDENCIA,BUCAREST 202,Providencia
Minimarket,MEREY TOSTADURÍA,APOQUINDO 7482 LOCAL 5,Las Condes
Restaurantes,WOK CO PROVIDENCIA,FIDEL OTEIZA 1941,Providencia
Restaurantes,TAMBO,CONSTITUCION 36 LOCAL 52,Providencia
Restaurantes,SOL DE ORO,MERCED 821,Santiago
Restaurantes,LA PIU BELLA,LOS MILITARES 5934 LOCAL H,Las Condes
Restaurantes,KAMBO SUSHI,GIRARDI 1365,Providencia
Restaurantes,MACLOVIA,ROSAS 1421,Santiago
Restaurantes,THANNY´S,LOTA 2465 PISO -1,Providencia
Restaurantes,VEGAN MOBILE RESTAURANTE LIMITADA,AVENIDA PROVIDENCIA 1650 LOCAL 106,Providencia
Minimarket,VERDULERIA EL MENU SPA,MONEDA 812 DEPTO 601,Santiago
Restaurantes,PIZZARIO,PEDRO DE VALDIVIA 335,Providencia
Restaurantes,OLIVA LIMÓN,AV PROVIDENCIA 2169 LOCAL 2 PISO -1,Providencia
Patio de comida,SUSHI BLUES VIVO CENTRO,PUENTE 689 LOCAL 314,Santiago
Restaurantes,APERO,PRESIDENTE RIESCO 5330,Las Condes
Minimarket,LA TIENDITA SAN MARTIN,SAN MARTIN 81,Santiago
Minimarket,NAPOLEON II,VECINAL 88 1B,Las Condes
Restaurantes,BAHARAT,MONITOR ARAUCANO 803,Providencia
Restaurantes,EVERYDAY SUSHI,SANTA MAGDALENA 134 LOCAL 3,Providencia
Restaurantes,SESTRAS RESTOBAR COFFE,GENERAL HOLLEY 2380,Providencia
Restaurantes,WAYAS GYROS SANTIAGO,MIRAFLORES 482,Santiago
Restaurantes,KENTO SUSHI,AVENIDA PRESIDENTE KENNEDY 5413 LOCAL 447,Las Condes
Casinos,JIF CONCESIONES ALIMENTICIAS LOCAL ESPAÑA,ESPAÑA 8,Santiago
Restaurantes,EL TALLER,PROVIDENCIA 1467,Providencia
Restaurantes,CIUDADANO RESTAURANT,SEMINARIO 400,Providencia
Restaurantes,CAFE Y LIBROS MOSQUETO,MOSQUETO 440,Santiago
Restaurantes,EL RINCON DE LA NONITA,SAN MARTIN 170,Santiago
Restaurantes,LA FUENTE DE KURT,BANDERA 318 LOCAL 14,Santiago
Restaurantes,DOS Y DOS,BANDERA 341 LOCAL 1077,Santiago
Restaurantes,LA LEONA PIZZA,NORUEGA 6337,Las Condes
Restaurantes,LUNG SAN Y CIA LIMITADA,MERCED 750,Santiago
Restaurantes,RESTAURANT EL HUERTO,ORREGO LUCO NORTE 54,Providencia
Restaurantes,SEBASTIAN,ANDRES DE FUENZALIDA 26,Providencia
Restaurantes,EL COMEDOR,ANTOFAGASTA 3016,Santiago
Restaurantes,CAFÉ LUVI,ANDRÉS BELLO 2903 LOCAL 37 A,Las Condes
Restaurantes,RUNAWAY SUSHI,RANCAGUA 5740,Providencia
Minimarket,ESPACIO REGENERA,FRANCISCO BILBAO 2826,Providencia
Patio de comida,BUFFALO WAFFLES PORTUGAL,PORTUGAL 412,Santiago
Restaurantes,CAFETERIA COFI PUCV,ANTONIO BELLET 314,Providencia
Restaurantes,DIMAKY SUSHI FUSION,ALAMEDA 2467 LOCAL 5,Santiago
Restaurantes,RESTAURANT EL ROTO CHILENO SPA,BRASIL 712,Santiago
Restaurantes,DELI,BUCAREST 104,Providencia
Restaurantes,DON GUIDO MERCED,MERCED 519,Santiago
Restaurantes,BAR BUENA BARRA,GENERAL HOLLEY 2308,Providencia
Restaurantes,LUNG TU,CATEDRAL 1907,Santiago
Restaurantes,EL CASERO 2,AHUMADA 312 LOCALES LOCAL 27 - 28,Santiago
Restaurantes,SAN CAMILO (METRO MONEDA),LIBERTADOR BERNARDO OHIGGINS 1330 LOCAL 6B METRO MONEDA,Santiago
Restaurantes,SAN CAMILO 40,BANDERA 898 LOCAL 4,Santiago
Restaurantes,SAN CAMILO 53,ESTADO 384,Santiago
Restaurantes,SAN CAMILO METRO SANTA ANA,COMPAÑIA 1579 LOCALES 2-3 PISO 2,Santiago
Restaurantes,SAN CAMILO SUCURSAL 19-F,SAN PABLO 3284,Santiago
Restaurantes,SAN CAMILO SUCURSAL 9,APOQUINDO 6017 LOCAL 23 - EL FARO,Las Condes
Restaurantes,VOILA FIDEL,FIDEL OTEIZA 1960,Providencia
Restaurantes,VOILA PADRE MARIANO,PADRE MARIANO 125,Providencia
Patio de comida,FORK MANUEL MONTT,AVENIDA PROVIDENCIA 1272,Providencia
Restaurantes,C EST SIBON,VITACURA 182,Providencia
Patio de comida,PICNIK SANTIAGO,CARABINEROS DE CHILE 25,Santiago
Restaurantes,CAFE MELBA,DON CARLOS 2898 LOCAL 1,Las Condes
Restaurantes,ENCANTI SPA,ELIEDORO YAÑEZ 2223,Providencia
Restaurantes,DOMANI II,CERRO EL PLOMO 5630 LC 201,Las Condes
Restaurantes,MINIMARKET BERLIN SAN PABLO,SAN PABLO 1360,Santiago
Restaurantes,CUPBAB EXPRESS,GENERAL HOLLEY 2294 LOCAL 2,Providencia
Restaurantes,CARNES METROPOLITAN,SAN FRANCISCO 281,Santiago
Restaurantes,ISIDORA´S FOOD,SALVADOR 826,Providencia
Restaurantes,PAULISTANO,VICUÑA MACKENNA 25,Santiago
Patio de comida,DOMINO´S PIZZA SANTA ANA,COMPAÑIA 1579 LC 4-5-6-7,Santiago
Minimarket,LOS ALPES,BULNES 141,Santiago
Restaurantes,VAPIANO,PRESIDENTE KENNEDY 5413 LOCAL 393,Las Condes
Restaurantes,COUVERT,MAULE 759,Santiago
Restaurantes,EVERGREEN,NATANIEL COX 102,Santiago
Casinos,DONDE LA SONIA,TUPPER 2007 INGENIERIA ELECTRICA PISO -1,Santiago
Restaurantes,HOCHA,NUEVA PROVIDENCIA 1346 LOCAL 6,Providencia
Restaurantes,RESTAURANT LUCKY 168,DR. LUIS MIDDLETON 1666,Providencia
Restaurantes,FRANCO 2 X 1,"FRANCISCO BILBAO 3469 DEPARTAMENTO B, LOCAL F",Providencia
Restaurantes,MICHAEL LENNER CRUZ OTINIANO,LORG COCHRANE 588 LOCAL 582-A,Santiago
Patio de comida,BARBAZUL PROVIDENCIA,TOBALABA 175,Providencia
Restaurantes,XICA E.I.R.L,VITACURA 2670 PISO 26-27,Las Condes
Restaurantes,GRAS,NUEVA DE LYON 12 LOCAL 25,Providencia
Patio de comida,LITTLE CAESAR BELLAVISTA,CALLE BELLAVISTA 144,Providencia
Patio de comida,CHILI´S,KENNEDY 9001 LOCAL 3256 MALL ALTO LAS CONDES,Las Condes
Restaurantes,PANPRETTO PROVIDENCIA,PROVIDENCIA 71,Providencia
Restaurantes,FRIES AND BITES,PROVIDENCIA 2320,Providencia
Restaurantes,COME Y CALLA,ARTURO PRAT 233,Santiago
Restaurantes,WALDOS,NUEVA DE LYON 45 L 7,Providencia
Restaurantes,DALIA RESTOBAR LA CONCEPCION,LA CONCEPCION 81 LOCAL 103,Providencia
Restaurantes,NUTRIFIT,NUEVA PROVIDENCIA 1753 2DO. PISO,Providencia
Patio de comida,KAMI SUSHI MARCOLETA,MARCOLETA 558,Santiago
Restaurantes,MAGNOLINA STEAK HOUSE,APOQUINDO 6550 LOCAL 6,Las Condes
Restaurantes,MINIMERCADO MESON URBANO,SAN CRESCENTE 96,Las Condes
Restaurantes,NIKKEI KITAI SUSHI,AGUSTINAS 2798,Santiago
Restaurantes,TOMODACHI-COFFEE,JOSE MIGUEL DE LA BARRA 426,Santiago
Restaurantes,SERVICIOS GASTRONÓMICOS VERA Y LARA LIMITADA,BELLAVISTA 22,Providencia
Casinos,CAFETERIA BEA,EJERCITO 146 LOCAL 3,Santiago
Minimarket,UPA F 413 APOQUINDO,APOQUINDO 6550,Las Condes
Minimarket,UPA MARKET ISIDORA,ISIDORA GOYENECHEA 3601 TORRE B,Las Condes
Restaurantes,RINCON DEL PORTAL,PORTAL FERNANDEZ CONCHA 974,Santiago
Restaurantes,RAVERA PIZZERIA,PORTAL FERNANDEZ CONCHA 932,Santiago
Restaurantes,DON RENE,BERNARDO O´HIGGINS 715,Santiago
Casinos,ANTALC LAS CONDES,PRESIDENTE KENNEDY 5413 CASINO PARIS PISO 6,Las Condes
Restaurantes,SAMOIEDO,LINNEO 6575 LOCAL 4,Las Condes
Restaurantes,CAFE PUBLICO,LIBERTADOR BERNARDO O´HIGGINS 227,Santiago
Restaurantes,SWEETFRAN,MANUEL MONTT 119 ESQUINA PÉREZ VALENZUELA,Providencia
Patio de comida,SUBWAY,EJERCITO LIBERTADOR 71 71-75 LOCAL 2,Santiago
Patio de comida,SAKURA EXPRESS SAN DAMIAN,SAN DAMIAN 20,Las Condes
Restaurantes,CAFÉ TRES TOQUES,NUEVA TAJAMAR 445 LOCAL 10,Las Condes
Patio de comida,SUBWAY,APOQUINDO 4411,Las Condes
Patio de comida,SUBWAY APUMANQUE,MANQUEHUEL SUR 31 LOCAL 11,Las Condes
Patio de comida,SUBWAY TITANIUM LAS CONDES,COSTANERA SUR 2730 RIO MAPOCHO LOCAL 301- A,Las Condes
Restaurantes,SUBWAY NUEVA PROVIDENCIA,NUEVA PROVIDENCIA 2278,Providencia
Patio de comida,SUBWAY,PROVIDENCIA 2409 LOCAL 26,Providencia
Patio de comida,SUBWAY,REPUBLICA 2275 LOC 2 EDIF CAPUAL (LIB BERNARDO OHIGGINS 2274),Santiago
Patio de comida,SUBWAY LA GLORIA,APOQUINDO 5008 LOCAL 8,Las Condes
Patio de comida,SUBWAY MANUEL MONTT,MANUEL MONTT 427 LOCAL 101,Providencia
Restaurantes,SUSHI TE,MANQUEHUE SUR 31 LOCAL 11 B,Las Condes
Patio de comida,SUBWAY PROVIDENCIA,RANCAGUA 779,Providencia
Patio de comida,SUBWAY,ALONSO DE OVALLE 1314,Santiago
Patio de comida,SUBWAY AGUSTINA,AGUSTINA 1504 1510,Santiago
